Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
24,Travel_Rarely,1034,Sales,27,4,Life Sciences,1,1,Female,32,3,Research Scientist,2,Married,2469,14893,3,No,20,4,1,80,1,0,3,4,5,5,No
58,Travel_Rarely,766,Sales,19,4,Medical,1,3,Female,45,2,Research Scientist,2,Single,7599,12316,0,Yes,19,4,1,80,10,2,1,6,7,7,No
37,Non-Travel,1009,Sales,27,2,Marketing,1,4,Female,84,1,Manufacturing Director,1,Single,9999,3043,2,No,16,3,2,80,19,1,4,1,10,1,No
19,Travel_Rarely,711,Research & Development,6,3,Other,1,4,Female,70,4,Healthcare Representative,4,Married,4335,6664,3,Yes,14,3,3,80,18,0,1,5,4,5,No
29,Travel_Frequently,869,Sales,27,2,Marketing,1,1,Male,80,2,Manager,3,Single,12932,12065,2,No,12,3,2,80,28,4,2,5,1,0,No
49,Travel_Frequently,594,Human Resources,4,4,Life Sciences,1,1,Female,44,1,Laboratory Technician,3,Single,16403,19055,0,Yes,12,3,2,80,21,4,4,1,5,4,No
53,Travel_Rarely,548,Sales,11,3,Human Resources,1,3,Female,70,2,Manufacturing Director,2,Single,13221,22974,0,No,12,3,2,80,7,2,2,8,6,3,No
23,Travel_Rarely,736,Sales,18,3,Life Sciences,1,4,Female,47,2,Sales Executive,3,Single,7339,20500,4,Yes,16,3,3,80,14,4,2,0,7,13,No
50,Travel_Frequently,1089,Research & Development,24,2,Other,1,3,Female,62,3,Manufacturing Director,2,Single,2774,14166,3,Yes,16,3,4,80,15,5,3,8,6,0,No
48,Travel_Rarely,179,Sales,11,2,Medical,1,2,Female,73,3,Manufacturing Director,3,Single,5064,18619,4,No,12,3,3,80,25,5,3,0,5,0,No
50,Travel_Frequently,486,Sales,4,3,Technical Degree,1,3,Female,81,3,Laboratory Technician,4,Single,12286,11344,6,Yes,25,3,2,80,15,2,2,5,2,1,No
35,Travel_Rarely,1139,Sales,8,4,Medical,1,3,Male,67,1,Laboratory Technician,1,Divorced,4804,12321,6,No,12,4,3,80,6,1,1,2,1,6,Yes
47,Travel_Frequently,632,Human Resources,16,4,Other,1,2,Male,35,2,Manufacturing Director,1,Married,4587,23095,6,No,18,3,3,80,5,4,3,3,0,3,No
40,Travel_Rarely,929,Research & Development,6,1,Other,1,2,Female,100,2,Healthcare Representative,4,Single,15748,14278,3,Yes,13,3,3,80,2,3,2,1,5,2,No
41,Travel_Rarely,1272,Sales,13,2,Marketing,1,3,Female,65,1,Laboratory Technician,1,Single,11512,12214,0,Yes,14,3,1,80,25,4,2,0,4,5,No
46,Travel_Rarely,1356,Research & Development,3,2,Life Sciences,1,4,Male,71,1,Research Director,2,Single,5969,3989,3,Yes,13,3,3,80,10,0,1,8,0,6,Yes
35,Travel_Frequently,1212,Sales,5,4,Marketing,1,1,Female,87,1,Sales Executive,4,Single,14661,20863,3,No,13,3,1,80,22,4,3,0,5,2,No
43,Travel_Rarely,203,Research & Development,12,4,Technical Degree,1,1,Female,60,4,Sales Executive,4,Single,11804,16604,0,Yes,11,4,4,80,10,1,3,0,7,3,Yes
31,Travel_Frequently,1394,Sales,11,3,Technical Degree,1,1,Male,94,3,Manager,3,Single,3991,19311,5,Yes,20,3,2,80,18,5,4,12,1,1,No
26,Travel_Frequently,607,Research & Development,12,3,Life Sciences,1,1,Female,61,1,Laboratory Technician,2,Single,2500,5468,0,Yes,12,4,1,80,13,0,2,4,5,9,No
27,Travel_Frequently,858,Sales,23,1,Life Sciences,1,3,Female,42,2,Laboratory Technician,1,Single,8582,13853,0,Yes,13,3,2,80,2,4,2,13,7,11,No
29,Non-Travel,545,Human Resources,9,2,Other,1,1,Female,73,1,Healthcare Representative,4,Single,9276,19009,4,No,13,3,2,80,20,6,2,8,2,5,No
42,Travel_Frequently,610,Research & Development,3,4,Other,1,1,Female,80,4,Laboratory Technician,2,Married,3208,20603,2,Yes,16,3,3,80,12,5,2,4,6,6,Yes
51,Travel_Rarely,888,Sales,10,4,Technical Degree,1,2,Female,55,1,Manufacturing Director,3,Single,14526,8539,3,Yes,13,4,2,80,6,3,1,0,6,6,No
31,Travel_Frequently,1173,Sales,23,1,Life Sciences,1,2,Female,31,1,Sales Representative,4,Single,5983,7012,2,No,14,3,1,80,7,2,2,14,1,0,Yes
38,Travel_Frequently,683,Sales,7,1,Technical Degree,1,1,Female,100,2,Laboratory Technician,2,Single,3015,7593,4,No,23,3,2,80,6,3,2,4,8,9,No
49,Travel_Rarely,1369,Sales,26,2,Medical,1,1,Male,56,2,Sales Executive,1,Single,13688,25044,0,Yes,14,3,3,80,22,0,2,3,4,9,No
36,Non-Travel,738,Sales,1,3,Life Sciences,1,3,Female,44,1,Healthcare Representative,2,Married,3431,9794,5,Yes,16,3,4,80,7,1,2,5,3,5,No
50,Travel_Rarely,543,Sales,6,2,Other,1,3,Male,99,1,Healthcare Representative,4,Single,3374,12703,4,Yes,19,3,1,80,21,5,2,2,4,2,Yes
25,Travel_Rarely,1194,Sales,13,2,Life Sciences,1,4,Female,83,2,Laboratory Technician,3,Single,3781,16875,1,Yes,17,3,1,80,20,4,2,3,5,8,No
26,Travel_Rarely,1402,Sales,4,5,Other,1,3,Male,54,4,Manager,1,Married,2367,20747,1,Yes,19,4,1,80,30,5,2,2,2,2,No
39,Travel_Frequently,1312,Research & Development,12,4,Other,1,2,Female,36,2,Laboratory Technician,1,Single,13551,17823,4,No,11,3,1,80,23,2,3,1,4,1,No
42,Non-Travel,1389,Research & Development,23,2,Technical Degree,1,2,Female,36,3,Healthcare Representative,3,Divorced,14266,9378,0,Yes,11,4,2,80,5,5,2,5,4,1,No
59,Travel_Rarely,984,Human Resources,19,4,Life Sciences,1,2,Female,87,1,Healthcare Representative,2,Single,15149,7064,3,No,17,3,2,80,21,0,1,2,2,7,Yes
22,Non-Travel,1071,Research & Development,24,5,Medical,1,4,Female,89,3,Laboratory Technician,1,Single,9038,9508,1,No,22,3,4,80,9,6,2,2,6,4,No
36,Travel_Frequently,652,Sales,5,3,Life Sciences,1,2,Female,44,2,Healthcare Representative,3,Single,13433,12274,0,No,13,3,3,80,7,3,4,3,7,1,No
49,Non-Travel,966,Human Resources,9,1,Marketing,1,3,Female,52,3,Healthcare Representative,1,Single,13893,2891,3,Yes,12,3,1,80,14,4,2,1,12,1,No
27,Travel_Rarely,1452,Sales,21,3,Life Sciences,1,2,Female,99,1,Manufacturing Director,1,Married,6093,22461,0,Yes,14,3,2,80,9,2,2,4,7,4,No
45,Travel_Frequently,1038,Research & Development,20,2,Other,1,1,Male,93,1,Sales Executive,4,Divorced,4639,23983,1,Yes,15,3,1,80,15,2,2,4,9,1,No
46,Travel_Rarely,725,Sales,15,4,Life Sciences,1,3,Female,97,2,Sales Executive,1,Single,5666,8134,4,No,12,4,1,80,9,5,3,2,6,2,No
37,Travel_Rarely,140,Research & Development,20,2,Life Sciences,1,3,Female,74,3,Laboratory Technician,1,Single,8771,12048,3,No,12,4,2,80,13,4,3,0,6,1,No
28,Travel_Rarely,944,Sales,10,2,Life Sciences,1,2,Female,97,3,Sales Representative,3,Single,8638,14418,2,Yes,19,3,2,80,6,2,1,12,1,5,No
44,Travel_Rarely,1455,Sales,10,2,Marketing,1,1,Female,83,3,Laboratory Technician,1,Married,8247,5431,6,Yes,13,4,4,80,24,1,1,1,1,0,No
25,Travel_Frequently,847,Human Resources,28,3,Other,1,2,Female,36,2,Sales Representative,2,Single,12649,4933,5,No,12,4,2,80,15,2,3,7,0,4,No
33,Non-Travel,1077,Sales,2,2,Medical,1,1,Female,67,1,Healthcare Representative,1,Single,14457,9125,1,Yes,15,3,2,80,5,3,1,5,4,8,Yes
47,Travel_Frequently,556,Sales,21,1,Medical,1,3,Female,50,2,Manufacturing Director,1,Single,13178,8543,4,Yes,12,3,4,80,16,2,2,5,5,1,No
20,Non-Travel,1388,Sales,29,1,Other,1,3,Female,58,2,Research Director,3,Married,4279,3516,0,Yes,16,3,4,80,3,0,1,3,0,3,No
26,Travel_Frequently,1358,Sales,25,2,Marketing,1,1,Female,71,2,Research Scientist,4,Single,4445,9963,1,Yes,14,4,4,80,5,6,1,1,6,1,No
39,Travel_Rarely,593,Human Resources,23,2,Medical,1,4,Female,97,3,Sales Representative,1,Single,6153,19690,3,Yes,14,3,1,80,3,5,2,2,0,7,Yes
35,Travel_Frequently,516,Research & Development,18,3,Technical Degree,1,1,Female,68,3,Manager,2,Married,11490,15702,5,Yes,17,3,2,80,17,0,2,4,0,4,Yes
37,Travel_Rarely,917,Research & Development,4,4,Other,1,3,Female,53,1,Laboratory Technician,4,Single,10189,23509,3,Yes,21,3,2,80,24,6,3,0,6,6,No
23,Travel_Rarely,312,Human Resources,14,1,Medical,1,1,Female,64,2,Sales Executive,1,Single,16212,12211,0,Yes,20,4,1,80,14,4,3,4,4,12,No
54,Travel_Rarely,1167,Sales,11,3,Life Sciences,1,2,Female,87,3,Laboratory Technician,1,Married,9767,20739,0,Yes,21,3,1,80,9,5,1,4,7,1,No
45,Travel_Rarely,1035,Sales,4,3,Human Resources,1,2,Female,53,2,Research Director,3,Married,6577,23497,5,Yes,14,4,4,80,11,5,3,4,0,9,No
28,Non-Travel,1418,Sales,21,3,Technical Degree,1,3,Female,88,2,Manager,2,Single,12285,13871,0,Yes,25,3,3,80,5,2,1,0,2,6,No
28,Travel_Rarely,824,Sales,2,2,Life Sciences,1,1,Female,36,3,Manager,4,Single,9409,4130,0,Yes,14,4,2,80,13,4,1,8,3,9,No
57,Travel_Rarely,955,Human Resources,16,3,Other,1,4,Male,98,1,Research Scientist,1,Single,2511,6828,4,Yes,14,3,1,80,19,0,2,0,5,2,No
24,Travel_Frequently,528,Research & Development,3,3,Other,1,1,Female,51,2,Healthcare Representative,2,Married,4188,13023,2,Yes,14,4,1,80,5,5,2,1,4,9,No
19,Travel_Frequently,1171,Research & Development,28,1,Life Sciences,1,2,Female,95,2,Research Director,1,Single,2395,16063,2,Yes,16,3,4,80,16,5,2,0,1,1,No
45,Travel_Rarely,530,Research & Development,11,5,Other,1,3,Female,61,2,Manufacturing Director,1,Single,6723,19573,0,Yes,12,4,1,80,13,0,2,7,6,2,No
42,Travel_Frequently,1055,Research & Development,1,2,Marketing,1,1,Female,99,3,Sales Representative,1,Single,5904,16172,0,Yes,11,3,3,80,20,6,3,1,0,9,No
36,Travel_Rarely,991,Sales,12,3,Marketing,1,2,Female,84,4,Research Scientist,4,Single,9449,15720,6,No,14,4,3,80,7,2,1,2,0,5,No
37,Travel_Rarely,1330,Research & Development,24,5,Technical Degree,1,1,Female,89,3,Manager,1,Single,12103,7450,0,Yes,17,3,1,80,23,1,1,3,0,5,No
27,Travel_Rarely,1423,Human Resources,1,2,Life Sciences,1,1,Female,81,1,Manager,3,Married,11978,9541,0,Yes,15,3,2,80,9,0,3,2,4,0,No
25,Travel_Rarely,364,Sales,19,5,Life Sciences,1,4,Male,59,3,Manufacturing Director,2,Single,6494,24710,1,No,16,4,4,80,11,4,1,0,6,8,Yes
25,Non-Travel,1006,Research & Development,17,3,Medical,1,1,Female,58,1,Manufacturing Director,2,Divorced,9499,7237,4,Yes,13,3,4,80,12,1,2,1,11,0,No
24,Travel_Frequently,690,Sales,14,4,Medical,1,4,Female,77,1,Healthcare Representative,4,Divorced,6494,10147,1,Yes,16,3,2,80,5,0,3,0,5,0,No
42,Travel_Rarely,1363,Sales,25,3,Technical Degree,1,4,Female,50,1,Research Scientist,1,Single,7377,8777,5,No,16,3,3,80,13,3,3,4,3,5,Yes
41,Travel_Rarely,634,Sales,29,3,Marketing,1,1,Female,58,2,Laboratory Technician,2,Single,4158,14962,0,Yes,14,3,1,80,7,6,1,8,5,5,No
58,Travel_Frequently,394,Human Resources,24,2,Technical Degree,1,3,Female,74,1,Laboratory Technician,2,Divorced,4333,11186,5,Yes,13,3,2,80,15,0,2,9,3,2,No
35,Travel_Rarely,1232,Sales,16,3,Marketing,1,3,Male,96,3,Sales Executive,2,Married,8020,5100,0,Yes,15,3,3,80,12,3,2,9,6,9,No
37,Travel_Frequently,1290,Research & Development,1,3,Medical,1,2,Female,55,3,Manager,4,Divorced,4951,3115,6,Yes,14,4,1,80,10,0,3,11,0,4,No
19,Travel_Rarely,862,Sales,19,3,Life Sciences,1,2,Female,59,2,Manufacturing Director,3,Single,8120,5662,2,Yes,11,3,1,80,3,5,1,6,6,5,No
33,Travel_Frequently,249,Human Resources,29,4,Life Sciences,1,2,Female,84,3,Manufacturing Director,3,Single,16223,23649,3,Yes,17,3,2,80,16,0,3,3,5,8,No
28,Travel_Rarely,790,Sales,29,3,Other,1,2,Female,85,3,Laboratory Technician,3,Single,5761,20835,0,Yes,12,3,2,80,8,0,3,6,6,6,No
28,Travel_Rarely,1425,Research & Development,15,3,Human Resources,1,3,Female,100,2,Laboratory Technician,1,Single,4870,11260,6,Yes,11,4,2,80,6,5,1,4,0,4,No
33,Travel_Rarely,1249,Research & Development,4,4,Human Resources,1,2,Female,77,2,Laboratory Technician,1,Single,11336,11254,8,Yes,18,3,2,80,17,0,3,6,0,4,No
19,Travel_Frequently,587,Research & Development,13,2,Life Sciences,1,1,Female,81,2,Manufacturing Director,3,Single,6160,10498,5,No,19,3,1,80,10,3,2,4,2,7,No
25,Travel_Frequently,636,Research & Development,25,3,Other,1,1,Female,30,4,Healthcare Representative,1,Single,2679,8239,3,Yes,17,3,3,80,20,5,1,7,3,4,No
49,Travel_Rarely,588,Sales,20,1,Medical,1,4,Male,44,3,Sales Executive,3,Single,4796,6698,6,No,19,4,1,80,10,1,3,4,1,5,Yes
21,Travel_Frequently,983,Sales,1,4,Human Resources,1,1,Female,30,2,Research Director,1,Married,7985,19782,1,Yes,16,3,4,80,16,5,1,0,0,4,No
49,Travel_Rarely,470,Research & Development,20,4,Medical,1,3,Female,96,3,Manufacturing Director,1,Married,6567,5549,1,Yes,14,3,3,80,16,2,2,11,5,11,No
59,Travel_Rarely,721,Research & Development,29,2,Medical,1,1,Male,46,3,Laboratory Technician,1,Single,6186,12366,2,Yes,14,3,3,80,13,0,4,3,5,12,No
43,Non-Travel,736,Research & Development,10,5,Technical Degree,1,4,Female,84,3,Research Scientist,1,Divorced,7335,14462,0,Yes,16,3,3,80,18,2,3,2,5,3,No
31,Travel_Rarely,823,Sales,25,3,Medical,1,3,Female,91,1,Sales Representative,2,Single,4841,23551,5,No,16,4,3,80,11,0,4,6,0,7,No
29,Travel_Rarely,556,Research & Development,21,1,Marketing,1,3,Female,91,4,Healthcare Representative,2,Divorced,11138,23260,1,No,16,3,3,80,13,5,3,0,4,5,No
27,Travel_Rarely,186,Sales,16,3,Other,1,1,Female,40,4,Sales Executive,3,Divorced,7732,8830,0,Yes,16,3,2,80,16,3,1,6,5,3,Yes
52,Travel_Rarely,340,Research & Development,10,2,Life Sciences,1,1,Male,49,3,Manufacturing Director,2,Single,5299,20823,4,Yes,22,3,2,80,9,6,2,10,5,6,No
27,Travel_Rarely,1233,Sales,6,1,Life Sciences,1,4,Female,70,1,Research Scientist,1,Married,12888,20697,6,Yes,22,4,2,80,7,5,1,5,0,9,No
30,Travel_Rarely,619,Sales,16,5,Life Sciences,1,2,Female,92,3,Manager,1,Married,15489,4857,4,Yes,13,3,3,80,17,2,1,14,0,3,No
24,Travel_Rarely,1458,Sales,26,4,Technical Degree,1,2,Male,75,3,Laboratory Technician,1,Divorced,7552,9317,2,Yes,11,3,2,80,26,5,3,4,4,4,No
42,Travel_Rarely,302,Research & Development,25,2,Other,1,2,Female,53,2,Manager,2,Single,8341,14311,0,Yes,13,4,1,80,8,5,2,15,0,5,No
43,Travel_Rarely,1333,Sales,4,1,Technical Degree,1,1,Female,46,1,Laboratory Technician,2,Single,11493,11031,4,Yes,11,3,1,80,15,4,1,8,5,10,No
41,Travel_Rarely,510,Human Resources,1,3,Technical Degree,1,3,Female,30,1,Manufacturing Director,3,Single,6373,14095,3,Yes,11,3,4,80,24,1,3,0,6,2,No
35,Travel_Rarely,421,Research & Development,6,1,Medical,1,2,Female,46,3,Sales Executive,2,Single,4785,18579,2,Yes,18,3,3,80,16,2,2,4,7,5,No
48,Travel_Rarely,624,Sales,17,4,Life Sciences,1,2,Female,67,2,Sales Executive,1,Divorced,14373,8622,3,Yes,15,3,2,80,6,2,3,2,8,3,No
58,Travel_Rarely,241,Sales,5,2,Marketing,1,3,Male,69,1,Healthcare Representative,3,Married,9013,12238,4,Yes,11,3,2,80,17,4,1,5,4,6,No
30,Travel_Rarely,299,Sales,12,1,Human Resources,1,1,Male,80,2,Manufacturing Director,3,Divorced,6393,6039,4,Yes,12,3,2,80,4,0,3,3,9,5,No
51,Travel_Rarely,1082,Research & Development,6,4,Other,1,1,Female,53,1,Research Director,3,Single,12165,12926,4,Yes,15,4,1,80,12,2,2,2,0,0,No
26,Travel_Rarely,263,Sales,23,3,Other,1,3,Female,77,4,Research Scientist,1,Married,11022,9418,4,Yes,14,3,2,80,6,5,1,1,7,6,No
28,Travel_Rarely,192,Human Resources,7,2,Life Sciences,1,1,Female,30,1,Laboratory Technician,2,Married,7865,21789,5,Yes,11,3,2,80,17,4,1,2,2,5,No
21,Travel_Rarely,812,Sales,12,4,Medical,1,1,Female,52,3,Sales Executive,2,Married,8690,9050,0,Yes,11,3,2,80,1,0,1,10,5,2,No
36,Travel_Rarely,724,Sales,1,2,Life Sciences,1,2,Female,80,3,Healthcare Representative,3,Divorced,11468,22029,5,Yes,11,3,2,80,21,5,3,5,3,0,No
22,Travel_Rarely,1008,Research & Development,20,2,Life Sciences,1,4,Female,86,3,Laboratory Technician,3,Married,10754,11652,6,Yes,11,4,3,80,13,2,4,0,0,0,Yes
35,Non-Travel,1175,Research & Development,20,1,Medical,1,1,Female,82,1,Sales Executive,1,Single,11994,3517,1,No,14,3,3,80,3,4,2,1,7,0,Yes
43,Travel_Rarely,1034,Sales,16,3,Marketing,1,4,Female,80,3,Manager,4,Married,16064,7744,5,No,22,4,3,80,22,3,3,13,1,9,No
22,Travel_Rarely,763,Sales,7,3,Medical,1,1,Female,70,2,Research Scientist,3,Single,5672,21828,1,No,11,3,3,80,2,1,2,1,6,6,No
19,Non-Travel,1202,Human Resources,13,2,Life Sciences,1,3,Female,78,2,Research Scientist,3,Single,12153,18222,7,Yes,23,3,1,80,19,1,2,1,0,0,No
49,Non-Travel,1136,Sales,8,2,Technical Degree,1,3,Female,48,1,Healthcare Representative,3,Single,4081,14108,3,Yes,15,4,1,80,4,2,3,1,12,2,No
59,Travel_Frequently,1315,Research & Development,12,3,Life Sciences,1,3,Female,60,4,Human Resources,3,Divorced,3140,13219,5,Yes,16,3,2,80,6,3,3,0,0,2,No
36,Travel_Rarely,588,Sales,11,4,Life Sciences,1,2,Female,80,2,Sales Executive,4,Single,16730,13068,3,Yes,14,3,4,80,15,4,2,7,11,5,No
36,Non-Travel,988,Human Resources,14,4,Medical,1,3,Female,30,3,Healthcare Representative,3,Married,10596,13808,4,Yes,15,3,2,80,13,1,4,5,4,1,No
50,Travel_Rarely,1097,Research & Development,24,3,Life Sciences,1,3,Female,72,2,Laboratory Technician,2,Single,2768,21637,5,Yes,15,3,3,80,6,2,3,3,3,6,No
50,Travel_Frequently,797,Human Resources,9,1,Technical Degree,1,1,Female,48,4,Research Scientist,2,Single,9982,8559,0,Yes,23,4,2,80,4,4,4,1,5,7,No
25,Travel_Frequently,1041,Human Resources,7,2,Life Sciences,1,1,Male,79,3,Laboratory Technician,2,Single,8958,5634,6,Yes,16,3,3,80,13,1,1,4,0,5,No
28,Travel_Rarely,313,Research & Development,25,3,Medical,1,4,Female,66,2,Sales Executive,1,Married,10434,7538,3,Yes,15,3,4,80,8,0,2,1,7,6,No
43,Travel_Frequently,496,Research & Development,26,4,Marketing,1,1,Female,53,2,Healthcare Representative,1,Married,9812,4811,0,Yes,22,3,1,80,29,5,2,2,3,4,No
30,Travel_Rarely,1012,Sales,25,2,Other,1,2,Female,63,4,Research Scientist,1,Divorced,12903,14694,1,Yes,20,3,3,80,11,1,3,5,7,3,No
49,Travel_Frequently,404,Research & Development,13,1,Human Resources,1,2,Male,36,3,Sales Executive,2,Divorced,6878,15532,2,Yes,18,3,2,80,24,5,2,4,4,4,No
46,Travel_Frequently,1011,Sales,4,3,Technical Degree,1,1,Female,62,1,Manager,3,Single,3118,25506,2,Yes,17,3,1,80,23,0,1,4,3,2,No
57,Travel_Frequently,907,Sales,10,3,Other,1,2,Female,72,3,Laboratory Technician,3,Married,15992,8359,2,No,19,3,2,80,19,1,3,1,9,2,Yes
53,Travel_Rarely,593,Sales,10,4,Technical Degree,1,1,Female,56,1,Sales Executive,3,Married,6661,15027,4,Yes,15,4,4,80,22,0,1,5,4,2,Yes
48,Travel_Rarely,526,Human Resources,10,2,Human Resources,1,3,Female,48,4,Sales Representative,1,Single,15498,8220,0,Yes,12,4,1,80,26,6,2,5,1,0,No
30,Travel_Rarely,1360,Research & Development,15,4,Life Sciences,1,2,Female,74,3,Manufacturing Director,3,Married,9701,21090,3,No,16,3,4,80,3,5,1,7,6,5,Yes
22,Non-Travel,339,Research & Development,21,2,Marketing,1,1,Male,57,1,Research Scientist,4,Single,9137,4584,4,Yes,21,4,1,80,20,3,2,8,4,8,No
50,Travel_Rarely,1105,Research & Development,27,5,Marketing,1,4,Male,66,1,Laboratory Technician,1,Single,7341,14851,0,Yes,14,4,1,80,12,4,3,2,6,2,No
52,Travel_Rarely,1273,Human Resources,25,4,Technical Degree,1,3,Female,45,1,Laboratory Technician,1,Divorced,11604,3939,2,No,16,3,1,80,5,0,2,4,8,8,No
23,Travel_Rarely,165,Sales,24,1,Medical,1,3,Female,55,3,Laboratory Technician,2,Divorced,3310,14791,1,Yes,16,3,2,80,9,0,3,6,6,6,Yes
30,Travel_Frequently,995,Sales,13,4,Human Resources,1,1,Female,65,1,Sales Executive,2,Married,7902,15026,0,Yes,16,4,1,80,19,0,2,0,4,2,Yes
25,Travel_Rarely,1275,Sales,8,2,Life Sciences,1,2,Female,51,3,Manager,3,Married,6846,3143,1,Yes,19,3,2,80,6,0,4,3,2,3,No
48,Non-Travel,1100,Human Resources,25,5,Marketing,1,4,Female,66,3,Sales Representative,3,Single,2862,16059,3,Yes,23,3,1,80,27,0,1,9,0,6,No
37,Travel_Rarely,392,Sales,20,4,Medical,1,4,Male,71,2,Manager,4,Single,14114,10620,1,Yes,21,3,2,80,6,2,2,5,2,0,No
35,Travel_Rarely,1460,Sales,3,4,Life Sciences,1,1,Female,31,4,Laboratory Technician,2,Single,5686,12504,2,Yes,14,3,1,80,20,6,2,6,6,0,No
40,Travel_Rarely,337,Research & Development,14,2,Life Sciences,1,1,Female,90,1,Manager,1,Single,5816,12391,1,Yes,11,3,2,80,22,0,1,2,1,0,No
28,Travel_Rarely,193,Research & Development,8,3,Life Sciences,1,1,Female,79,1,Sales Executive,1,Single,14569,14137,1,No,16,3,1,80,6,3,1,0,11,7,No
37,Travel_Frequently,801,Human Resources,11,2,Technical Degree,1,1,Female,47,3,Manufacturing Director,3,Married,5989,11283,1,Yes,22,3,1,80,10,1,3,5,5,5,No
33,Travel_Rarely,850,Research & Development,4,1,Medical,1,3,Male,84,3,Healthcare Representative,3,Married,4188,8872,3,Yes,14,3,1,80,11,2,3,1,8,7,No
43,Non-Travel,1390,Research & Development,28,4,Human Resources,1,2,Female,45,4,Manufacturing Director,1,Married,6054,17625,1,No,11,4,2,80,6,6,3,4,7,4,Yes
25,Travel_Frequently,443,Sales,13,4,Technical Degree,1,1,Female,62,3,Laboratory Technician,2,Married,3279,12037,4,Yes,13,3,4,80,5,3,2,3,5,3,Yes
45,Non-Travel,423,Sales,20,2,Life Sciences,1,1,Female,60,1,Manager,1,Single,7904,9030,2,Yes,18,4,4,80,8,3,3,11,1,8,Yes
29,Non-Travel,1096,Research & Development,16,4,Life Sciences,1,3,Female,87,2,Sales Executive,3,Single,11331,25392,4,Yes,14,3,1,80,26,2,1,0,6,1,No
28,Travel_Rarely,1276,Research & Development,2,1,Other,1,3,Female,82,1,Manufacturing Director,2,Single,7441,4670,2,Yes,13,4,1,80,30,3,1,1,5,2,No
26,Travel_Frequently,317,Sales,16,3,Technical Degree,1,3,Female,85,3,Healthcare Representative,3,Single,4259,15396,4,Yes,15,4,1,80,10,0,3,1,4,1,No
48,Travel_Rarely,1002,Sales,17,1,Marketing,1,3,Female,75,1,Research Scientist,1,Married,4712,10032,0,Yes,11,3,2,80,7,4,1,4,6,3,No
28,Travel_Rarely,1169,Human Resources,8,2,Medical,1,2,Male,63,2,Human Resources,4,Divorced,4936,23965,1,Yes,13,3,4,80,6,6,3,1,0,4,No
49,Travel_Frequently,281,Sales,19,1,Technical Degree,1,3,Female,70,4,Manufacturing Director,1,Married,15220,24235,4,Yes,14,3,2,80,29,4,3,5,4,5,Yes
25,Non-Travel,673,Sales,12,5,Other,1,2,Female,46,3,Sales Representative,3,Single,7410,20852,5,Yes,16,4,1,80,7,6,2,2,0,5,No
21,Travel_Frequently,1359,Sales,18,2,Human Resources,1,1,Female,45,3,Research Scientist,3,Single,6951,7091,1,Yes,14,3,2,80,27,4,2,3,4,5,No
40,Travel_Rarely,518,Sales,23,1,Marketing,1,1,Male,45,4,Manufacturing Director,2,Single,12342,3138,4,Yes,17,3,1,80,19,3,2,7,5,0,No
30,Travel_Frequently,747,Sales,12,2,Life Sciences,1,1,Female,44,1,Manufacturing Director,2,Single,12558,5970,5,Yes,12,4,3,80,12,6,1,0,2,5,No
40,Non-Travel,1384,Sales,9,2,Marketing,1,2,Female,71,2,Healthcare Representative,4,Single,16096,12525,4,No,15,4,4,80,4,6,3,0,6,0,No
57,Travel_Rarely,1431,Human Resources,12,3,Other,1,1,Male,98,1,Manufacturing Director,1,Single,6207,21171,1,No,17,3,4,80,18,3,2,1,4,5,No
51,Non-Travel,1424,Sales,11,5,Technical Degree,1,2,Female,48,1,Sales Executive,1,Single,2945,23622,1,Yes,15,3,2,80,9,5,3,2,6,2,Yes
27,Travel_Frequently,835,Sales,2,3,Other,1,3,Female,41,4,Research Scientist,3,Single,7338,21848,9,Yes,13,3,1,80,20,4,3,0,0,9,No
25,Travel_Rarely,1035,Sales,17,2,Human Resources,1,3,Female,62,1,Research Scientist,1,Divorced,8933,15390,0,No,14,3,2,80,1,5,1,13,7,1,No
52,Travel_Rarely,961,Research & Development,12,3,Medical,1,3,Female,65,3,Research Scientist,2,Divorced,6089,19946,0,Yes,19,3,1,80,28,6,2,5,4,1,No
19,Travel_Rarely,551,Research & Development,15,1,Other,1,1,Female,50,2,Laboratory Technician,3,Single,7175,20530,1,No,15,3,1,80,21,6,1,0,4,1,No
41,Travel_Rarely,792,Sales,18,5,Medical,1,2,Female,52,1,Research Scientist,1,Single,8730,18153,0,Yes,13,4,1,80,8,0,3,7,7,3,No
38,Travel_Rarely,581,Sales,19,1,Medical,1,2,Male,91,2,Manufacturing Director,2,Single,10704,11964,3,Yes,22,3,1,80,9,0,2,1,10,6,No
42,Travel_Rarely,753,Sales,17,2,Life Sciences,1,3,Male,58,1,Manufacturing Director,1,Single,2836,10598,2,Yes,16,3,3,80,6,0,2,1,6,6,Yes
41,Non-Travel,1298,Research & Development,19,1,Life Sciences,1,2,Female,42,2,Research Scientist,3,Single,13315,12441,5,Yes,13,3,2,80,12,0,3,2,3,3,No
